Vatten_ID,EU_CD,Station,Obspoint_ID,Longitude,Latitude,Date,Time,Institution,Depth,BenthicInvertebratesASPT,BenthicInvertebratesMILA,BenthicInvertebratesBQI
WA20212661,SE700796-136901,Östra Helgtjärnen,Östra Helgtjärnen,,,2017-10-06,,SLU,0.4,6.4,39.999,
WA20212661,SE700796-136901,Östra Helgtjärnen,Östra Helgtjärnen,,,2017-10-06,,SLU,11.5,,,0
WA20212661,SE700796-136901,Östra Helgtjärnen,Östra Helgtjärnen,,,2018-10-10,,SLU,14.2,,,0
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2007-10-03,,SLU,0.5,6.4,29.155,
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2007-10-03,,SLU,15,,,3.143
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2008-10-07,,SLU,0.5,5.667,33.08,
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2008-10-07,,SLU,21,,,3.729
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2009-09-19,,SLU,0.5,5.846,27.74,
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2009-09-19,,SLU,21,,,3.887
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2010-09-20,,SLU,0.5,4.636,26.128,
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2010-09-20,,SLU,21,,,3
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2011-09-28,,SLU,0,7.182,27.359,
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2011-09-28,,SLU,18,,,3.016
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2012-09-21,,SLU,0,5.923,22.925,
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2012-09-21,,SLU,20,,,3.023
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2013-09-25,,SLU,,6.2,32.812,
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2013-09-25,,SLU,15.2,,,3.193
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2014-09-19,,SLU,,5.615,29.71,
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2014-09-19,,SLU,18.5,,,3.024
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2015-09-28,,SLU,0.42,6.071,35.133,
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2015-09-28,,SLU,14,,,3.017
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2016-10-04,,SLU,0.3,5.556,30.415,
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2016-10-04,,SLU,9.5,,,3.004
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2017-10-01,,SLU,0.5,5.455,46.046,
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2017-10-01,,SLU,19,,,3.784
WA48463242,SE698735-139620,Gåtejaure,Gåtejaure,,,2018-10-02,,SLU,18,,,3
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2007-10-03,,SLU,0.5,5.111,25.483,
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2007-10-03,,SLU,10,,,3.417
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2008-10-07,,SLU,0.5,6.091,21.5,
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2008-11-10,,SLU,10.5,,,3.545
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2009-09-14,,SLU,0.5,5.667,34.51,
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2009-09-14,,SLU,10.5,,,3
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2010-09-20,,SLU,0.5,6.455,23.646,
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2010-09-20,,SLU,10,,,3
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2011-09-28,,SLU,0,6.462,27.38,
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2011-09-28,,SLU,11,,,3.057
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2012-09-21,,SLU,0,6.062,24.886,
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2012-09-21,,SLU,12,,,3.099
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2013-09-25,,SLU,,5.462,33.737,
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2013-09-25,,SLU,11.8,,,3.189
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2014-09-19,,SLU,,6.125,29.331,
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2014-09-19,,SLU,8.25,,,3.41
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2015-09-28,,SLU,0.28,6.333,25.47,
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2015-09-28,,SLU,13.5,,,3.067
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2016-10-04,,SLU,0.3,6.091,37.442,
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2016-10-04,,SLU,10.5,,,3.236
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2017-10-01,,SLU,0.5,5.7,30.574,
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2017-10-01,,SLU,13,,,3.157
WA84032761,SE698561-139682,Vuolejaure,Vuolejaure,,,2018-10-02,,SLU,11.6,,,3.255
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2007-09-24,,SLU,0.5,6.143,54.855,
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2007-09-24,,SLU,15,,,3.808
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2008-10-17,,SLU,0.5,5.789,54.281,
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2008-10-17,,SLU,13,,,3.414
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2009-09-24,,SLU,0.5,6.44,59.585,
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2009-09-24,,SLU,10.5,,,3.035
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2010-10-21,,SLU,0.5,6.143,61.111,
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2010-10-21,,SLU,15,,,3.024
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2011-10-11,,SLU,0,6.261,65.059,
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2011-10-11,,SLU,12,,,3.468
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2012-10-22,,SLU,0,6.192,61.584,
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2012-10-22,,SLU,9,,,3.222
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2013-10-22,,SLU,,6.333,52.063,
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2013-10-22,,SLU,12.2,,,3.167
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2014-10-14,,SLU,,5.833,50.121,
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2014-10-14,,SLU,15.5,,,3.462
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2015-10-05,,SLU,0.32,6.318,55.333,
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2015-10-05,,SLU,15.5,,,3.049
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2016-10-13,,SLU,0.5,6.48,58.717,
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2016-10-13,,SLU,16.9,,,4
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2017-10-19,,SLU,0.2,6.2,60.311,
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2017-10-19,,SLU,13.75,,,3.094
WA48721021,SE718150-168580,Vitträsket,Vitträsket,,,2018-10-24,,SLU,16.9,,,3.068
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2007-09-10,,SLU,0.5,6.333,37.889,
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2007-09-10,,SLU,7.5,,,3
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2008-09-15,,SLU,0.5,5.9,47.48,
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2008-09-15,,SLU,7.5,,,3
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2009-09-15,,SLU,0.5,6,47.854,
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2009-09-15,,SLU,8,,,3
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2010-09-15,,SLU,0.5,5.867,49.977,
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2010-09-15,,SLU,8,,,3.042
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2011-09-18,,SLU,0,6,55.137,
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2011-09-18,,SLU,8,,,3
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2012-10-01,,SLU,0,5.615,62.725,
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2012-10-01,,SLU,6,,,3.212
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2013-09-16,,SLU,,5.688,49.521,
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2013-09-16,,SLU,8,,,3.783
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2014-09-18,,SLU,,5.545,47.507,
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2014-09-18,,SLU,6.5,,,3.909
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2015-09-22,,SLU,0.15,5.5,19.603,
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2015-09-22,,SLU,7.5,,,3.688
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2016-09-13,,SLU,,5.882,50.635,
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2016-09-13,,SLU,7.65,,,3.545
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2017-09-18,,SLU,0.45,5.688,55.825,
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2017-09-18,,SLU,7,,,3.389
WA24034604,SE730091-165102,Norra Reivo,Norra Reivo,,,2018-09-25,,SLU,7.5,,,3.5
WA11895268,SE659036-160984,Görväln S,Görväln S,,,2017-09-14,,SLU,48,,,3
WA11895268,SE659036-160984,Görväln S,Görväln S,,,2018-09-17,,SLU,42,,,3
WA89970645,SE657562-159772,S. Björkfjärden SO,S. Björkfjärden SO,,,2017-09-12,,SLU,42,,,2.5
WA89970645,SE657562-159772,S. Björkfjärden SO,S. Björkfjärden SO,,,2018-10-01,,SLU,39.5,,,2.615
WA44237966,SE659755-155697,Granfj. Djurgårds Udde,Granfj. Djurgårds Udde,,,2017-09-12,,SLU,31,,,1
WA44237966,SE659755-155697,Granfj. Djurgårds Udde,Granfj. Djurgårds Udde,,,2018-09-18,,SLU,30,,,1
WA54241959,SE659180-152170,Galten,Galten,,,2017-09-13,,SLU,10,,,1
WA54241959,SE659180-152170,Galten,Galten,,,2018-09-18,,SLU,9.9,,,1
WA77080578,SE655455-136581,Tärnan SSO,Tärnan SSO,,,2002-09-04,,SLU,75,,,4.828
WA77080578,SE655455-136581,Tärnan SSO,Tärnan SSO,,,2003-08-12,,SLU,69,,,4.75
WA77080578,SE655455-136581,Tärnan SSO,Tärnan SSO,,,2004-08-10,,SLU,70,,,4.941
WA77080578,SE655455-136581,Tärnan SSO,Tärnan SSO,,,2005-08-16,,SLU,75,,,5
WA77080578,SE655455-136581,Tärnan SSO,Tärnan SSO,,,2006-10-17,,SLU,75,,,5
WA77080578,SE655455-136581,Tärnan SSO,Tärnan SSO,,,2007-05-02,,SLU,75,,,4.875
WA77080578,SE655455-136581,Tärnan SSO,Tärnan SSO,,,2007-08-08,,SLU,77.5,,,4.926
WA77080578,SE655455-136581,Tärnan SSO,Tärnan SSO,,,2008-08-12,,SLU,70,,,4.667
WA77080578,SE655455-136581,Tärnan SSO,Tärnan SSO,,,2009-08-11,,SLU,70,,,4.667
WA77080578,SE655455-136581,Tärnan SSO,Tärnan SSO,,,2010-08-11,,SLU,70,,,5
WA77080578,SE655455-136581,Tärnan SSO,Tärnan SSO,,,2011-08-10,,SLU,70,,,5
WA77080578,SE655455-136581,Tärnan SSO,Tärnan SSO,,,2012-08-15,,SLU,70,,,4.857
WA77080578,SE655455-136581,Tärnan SSO,Tärnan SSO,,,2014-08-06,,SLU,72,,,5
WA77080578,SE655455-136581,Tärnan SSO,Tärnan SSO,,,2015-08-11,,SLU,70,,,5
WA77080578,SE655455-136581,Tärnan SSO,Tärnan SSO,,,2016-08-23,,SLU,78,,,4.935
WA77080578,SE655455-136581,Tärnan SSO,Tärnan SSO,,,2017-08-22,,SLU,70,,,5
WA77080578,SE655455-136581,Tärnan SSO,Tärnan SSO,,,2018-08-14,,SLU,70,,,4.95
WA49493602,SE652877-132735,Megrundet N,Megrundet N,,,2002-09-04,,SLU,67.5,,,4.688
WA49493602,SE652877-132735,Megrundet N,Megrundet N,,,2003-08-13,,SLU,69,,,4.4
WA49493602,SE652877-132735,Megrundet N,Megrundet N,,,2004-08-10,,SLU,70,,,5
WA49493602,SE652877-132735,Megrundet N,Megrundet N,,,2005-08-16,,SLU,67,,,5
WA49493602,SE652877-132735,Megrundet N,Megrundet N,,,2006-10-17,,SLU,70,,,4.955
WA49493602,SE652877-132735,Megrundet N,Megrundet N,,,2007-08-09,,SLU,71,,,4.774
WA49493602,SE652877-132735,Megrundet N,Megrundet N,,,2008-08-12,,SLU,70,,,4.312
WA49493602,SE652877-132735,Megrundet N,Megrundet N,,,2009-08-11,,SLU,70,,,4.6
WA49493602,SE652877-132735,Megrundet N,Megrundet N,,,2010-08-10,,SLU,70,,,5
WA49493602,SE652877-132735,Megrundet N,Megrundet N,,,2011-08-10,,SLU,70,,,4.8
WA49493602,SE652877-132735,Megrundet N,Megrundet N,,,2012-08-14,,SLU,70,,,4.727
WA49493602,SE652877-132735,Megrundet N,Megrundet N,,,2014-08-07,,SLU,71,,,4.739
WA49493602,SE652877-132735,Megrundet N,Megrundet N,,,2015-08-11,,SLU,70,,,4.65
WA49493602,SE652877-132735,Megrundet N,Megrundet N,,,2016-08-23,,SLU,70,,,4.861
WA49493602,SE652877-132735,Megrundet N,Megrundet N,,,2017-08-23,,SLU,70,,,4.972
WA49493602,SE652877-132735,Megrundet N,Megrundet N,,,2018-08-14,,SLU,70,,,4.953
WA47011330,SE651196-137852,Mariestadsviken  M1,Mariestadsviken  M1,,,2002-10-15,,SLU,11,,,1.911
WA47011330,SE651196-137852,Mariestadsviken  M1,Mariestadsviken  M1,,,2003-10-07,,SLU,10,,,1.741
WA47011330,SE651196-137852,Mariestadsviken  M1,Mariestadsviken  M1,,,2004-10-13,,SLU,11,,,2.562
WA47011330,SE651196-137852,Mariestadsviken  M1,Mariestadsviken  M1,,,2005-10-17,,SLU,11,,,3
WA47011330,SE651196-137852,Mariestadsviken  M1,Mariestadsviken  M1,,,2006-10-18,,SLU,11.5,,,2.515
WA47011330,SE651196-137852,Mariestadsviken  M1,Mariestadsviken  M1,,,2007-10-17,,SLU,11,,,3
WA47011330,SE651196-137852,Mariestadsviken  M1,Mariestadsviken  M1,,,2008-10-21,,SLU,11,,,2.867
WA47011330,SE651196-137852,Mariestadsviken  M1,Mariestadsviken  M1,,,2009-10-13,,SLU,10,,,2.695
WA47011330,SE651196-137852,Mariestadsviken  M1,Mariestadsviken  M1,,,2010-10-13,,SLU,10,,,2.973
WA47011330,SE651196-137852,Mariestadsviken  M1,Mariestadsviken  M1,,,2011-10-20,,SLU,11,,,2.746
WA47011330,SE651196-137852,Mariestadsviken  M1,Mariestadsviken  M1,,,2012-11-06,,SLU,10,,,3
WA47011330,SE651196-137852,Mariestadsviken  M1,Mariestadsviken  M1,,,2014-10-14,,SLU,10,,,1.927
WA47011330,SE651196-137852,Mariestadsviken  M1,Mariestadsviken  M1,,,2015-10-20,,SLU,10,,,2.25
WA47011330,SE651196-137852,Mariestadsviken  M1,Mariestadsviken  M1,,,2016-10-19,,SLU,10,,,2.625
WA47011330,SE651196-137852,Mariestadsviken  M1,Mariestadsviken  M1,,,2017-10-17,,SLU,10,,,3.143
WA47011330,SE651196-137852,Mariestadsviken  M1,Mariestadsviken  M1,,,2018-10-15,,SLU,11,,,3.097
WA47011330,SE651817-138798,Mariestadsviken  M2,Mariestadsviken  M2,,,2002-10-15,,SLU,11,,,2.622
WA47011330,SE651817-138798,Mariestadsviken  M2,Mariestadsviken  M2,,,2003-10-07,,SLU,10,,,1.571
WA47011330,SE651817-138798,Mariestadsviken  M2,Mariestadsviken  M2,,,2004-10-13,,SLU,10,,,2.6
WA47011330,SE651817-138798,Mariestadsviken  M2,Mariestadsviken  M2,,,2005-10-17,,SLU,11,,,3
WA47011330,SE651817-138798,Mariestadsviken  M2,Mariestadsviken  M2,,,2006-10-18,,SLU,11,,,2.2
WA47011330,SE651817-138798,Mariestadsviken  M2,Mariestadsviken  M2,,,2007-10-17,,SLU,10.5,,,3
WA47011330,SE651817-138798,Mariestadsviken  M2,Mariestadsviken  M2,,,2008-10-21,,SLU,11,,,3
WA47011330,SE651817-138798,Mariestadsviken  M2,Mariestadsviken  M2,,,2009-10-14,,SLU,10,,,2.429
WA47011330,SE651817-138798,Mariestadsviken  M2,Mariestadsviken  M2,,,2010-10-13,,SLU,10,,,2.887
WA47011330,SE651817-138798,Mariestadsviken  M2,Mariestadsviken  M2,,,2011-10-20,,SLU,11,,,1.792
WA47011330,SE651817-138798,Mariestadsviken  M2,Mariestadsviken  M2,,,2012-11-07,,SLU,10,,,3
WA47011330,SE651817-138798,Mariestadsviken  M2,Mariestadsviken  M2,,,2014-10-14,,SLU,10,,,3
WA47011330,SE651817-138798,Mariestadsviken  M2,Mariestadsviken  M2,,,2015-10-21,,SLU,10,,,0
WA47011330,SE651817-138798,Mariestadsviken  M2,Mariestadsviken  M2,,,2016-10-19,,SLU,10,,,3
WA47011330,SE651817-138798,Mariestadsviken  M2,Mariestadsviken  M2,,,2017-10-17,,SLU,10,,,2.963
WA47011330,SE651817-138798,Mariestadsviken  M2,Mariestadsviken  M2,,,2018-10-16,,SLU,10,,,2.607
WA58122237,SE651715-149495,Bleklången,Bleklången,,,2011-10-17,,SLU,0,6.545,66.45,
WA58122237,SE651715-149495,Bleklången,Bleklången,,,2011-10-17,,SLU,8,,,2
WA58122237,SE651715-149495,Bleklången,Bleklången,,,2012-10-15,,SLU,0,6.2,70.582,
WA58122237,SE651715-149495,Bleklången,Bleklången,,,2012-10-15,,SLU,8,,,2
WA58122237,SE651715-149495,Bleklången,Bleklången,,,2014-10-20,,SLU,,6.261,66.241,
WA58122237,SE651715-149495,Bleklången,Bleklången,,,2015-10-20,,SLU,0.32,5.852,76.989,
WA90331926,SE638085-138862,Mossjön,Mossjön,,,2012-10-15,,SLU,0,6,15.674,
WA90331926,SE638085-138862,Mossjön,Mossjön,,,2012-10-15,,SLU,4,,,2.5
WA90331926,SE638085-138862,Mossjön,Mossjön,,,2015-10-19,,SLU,0.7,6,27.909,
WA90331926,SE638085-138862,Mossjön,Mossjön,,,2015-10-19,,SLU,4.85,,,2.564
WA27479234,SE634447-144024,Holmeshultasjön,Holmeshultasjön,,,2012-10-17,,SLU,0,6.375,81.214,
WA27479234,SE634447-144024,Holmeshultasjön,Holmeshultasjön,,,2012-10-17,,SLU,13,,,2.333
WA27479234,SE634447-144024,Holmeshultasjön,Holmeshultasjön,,,2015-10-22,,SLU,0.6,6.273,75.512,
WA27479234,SE634447-144024,Holmeshultasjön,Holmeshultasjön,,,2015-10-22,,SLU,13.5,,,3
,SE644180-127892,Torrgårdsvattnet,Torrgårdsvattnet,,,2016-04-20,,SLU,0.6,4.778,23.985,
,SE644180-127892,Torrgårdsvattnet,Torrgårdsvattnet,,,2016-10-26,,SLU,5.5,,,4
,SE644180-127892,Torrgårdsvattnet,Torrgårdsvattnet,,,2016-11-24,,SLU,,5.769,25.368,
,SE644180-127892,Torrgårdsvattnet,Torrgårdsvattnet,,,2017-05-08,,SLU,0.82,5.25,21.441,
,SE644180-127892,Torrgårdsvattnet,Torrgårdsvattnet,,,2017-05-08,,SLU,7.25,,,3.235
,SE644180-127892,Torrgårdsvattnet,Torrgårdsvattnet,,,2017-05-08,,SLU,25.6,,,3.834
,SE644180-127892,Torrgårdsvattnet,Torrgårdsvattnet,,,2017-11-07,,SLU,0.54,5.615,22.341,
,SE644180-127892,Torrgårdsvattnet,Torrgårdsvattnet,,,2017-11-07,,SLU,6.6,,,3.37
,SE644180-127892,Torrgårdsvattnet,Torrgårdsvattnet,,,2017-11-07,,SLU,25.5,,,3.969
WA54353600,SE693797-159720,Storsjön,Storsjön,,,2011-11-01,,SLU,5,,,2.904
WA54353600,SE693797-159720,Storsjön,Storsjön,,,2011-11-01,,SLU,13,,,1
WA54353600,SE693797-159720,Storsjön,Storsjön,,,2012-10-24,,SLU,5,,,2.824
WA54353600,SE693797-159720,Storsjön,Storsjön,,,2012-10-24,,SLU,13,,,2
WA86130323,SE694291-154626,Navarn,Navarn,,,2011-10-31,,SLU,5,,,3.024
WA86130323,SE694291-154626,Navarn,Navarn,,,2011-10-31,,SLU,45,,,3
WA86130323,SE694291-154626,Navarn,Navarn,,,2012-10-09,,SLU,6,,,3.074
WA86130323,SE694291-154626,Navarn,Navarn,,,2012-10-09,,SLU,43,,,0
WA11983494,SE641603-144848,Försjön,Försjön,,,2012-10-16,,SLU,0,6.615,72.086,
WA11983494,SE641603-144848,Försjön,Försjön,,,2012-10-16,,SLU,20,,,3.142
WA11983494,SE641603-144848,Försjön,Försjön,,,2015-10-20,,SLU,0.6,6.267,69.693,
WA11983494,SE641603-144848,Försjön,Försjön,,,2015-10-20,,SLU,21.4,,,3
WA72783800,SE738900-168100,Norr-Tjalmejaure,Norr-Tjalmejaure,,,2007-09-25,,SLU,0.4,6.059,52.26,
WA72783800,SE738900-168100,Norr-Tjalmejaure,Norr-Tjalmejaure,,,2007-09-25,,SLU,17,,,3
WA72783800,SE738900-168100,Norr-Tjalmejaure,Norr-Tjalmejaure,,,2008-09-23,,SLU,0.4,6,64.433,
WA72783800,SE738900-168100,Norr-Tjalmejaure,Norr-Tjalmejaure,,,2008-09-23,,SLU,9,,,3.081
WA72783800,SE738900-168100,Norr-Tjalmejaure,Norr-Tjalmejaure,,,2009-10-01,,SLU,0.4,6,54.307,
WA72783800,SE738900-168100,Norr-Tjalmejaure,Norr-Tjalmejaure,,,2009-10-01,,SLU,9,,,3
WA72783800,SE738900-168100,Norr-Tjalmejaure,Norr-Tjalmejaure,,,2010-09-21,,SLU,0.4,6.158,44.179,
WA72783800,SE738900-168100,Norr-Tjalmejaure,Norr-Tjalmejaure,,,2010-09-21,,SLU,11,,,3
WA72783800,SE738900-168100,Norr-Tjalmejaure,Norr-Tjalmejaure,,,2011-10-04,,SLU,0.4,6.235,81.894,
WA72783800,SE738900-168100,Norr-Tjalmejaure,Norr-Tjalmejaure,,,2011-10-04,,SLU,11,,,3
WA72783800,SE738900-168100,Norr-Tjalmejaure,Norr-Tjalmejaure,,,2012-09-12,,SLU,0.4,5.842,51.445,
WA72783800,SE738900-168100,Norr-Tjalmejaure,Norr-Tjalmejaure,,,2012-09-12,,SLU,11,,,3
WA72783800,SE738900-168100,Norr-Tjalmejaure,Norr-Tjalmejaure,,,2013-09-17,,SLU,0.4,5.357,61.028,
WA72783800,SE738900-168100,Norr-Tjalmejaure,Norr-Tjalmejaure,,,2013-09-17,,SLU,12,,,3.55
WA72783800,SE738900-168100,Norr-Tjalmejaure,Norr-Tjalmejaure,,,2014-09-17,,SLU,0.4,5.643,62.055,
WA72783800,SE738900-168100,Norr-Tjalmejaure,Norr-Tjalmejaure,,,2014-09-17,,SLU,12,,,3
WA73864191,SE741605-180055,Vallsjärv,Vallsjärv,,,2007-09-18,,SLU,0.4,6.25,72.181,
WA73864191,SE741605-180055,Vallsjärv,Vallsjärv,,,2007-09-18,,SLU,17,,,2.81
WA73864191,SE741605-180055,Vallsjärv,Vallsjärv,,,2008-09-18,,SLU,0.4,6.4,71.569,
WA73864191,SE741605-180055,Vallsjärv,Vallsjärv,,,2008-09-18,,SLU,12,,,3
WA73864191,SE741605-180055,Vallsjärv,Vallsjärv,,,2009-10-05,,SLU,0.4,6.24,75.172,
WA73864191,SE741605-180055,Vallsjärv,Vallsjärv,,,2009-10-05,,SLU,12,,,3
WA73864191,SE741605-180055,Vallsjärv,Vallsjärv,,,2010-09-27,,SLU,0.4,6.682,62.777,
WA73864191,SE741605-180055,Vallsjärv,Vallsjärv,,,2010-09-27,,SLU,12,,,3
WA73864191,SE741605-180055,Vallsjärv,Vallsjärv,,,2011-09-26,,SLU,0.4,6.2,68.483,
WA73864191,SE741605-180055,Vallsjärv,Vallsjärv,,,2011-09-26,,SLU,12,,,3
WA73864191,SE741605-180055,Vallsjärv,Vallsjärv,,,2012-09-24,,SLU,0.4,6.375,63.654,
WA73864191,SE741605-180055,Vallsjärv,Vallsjärv,,,2012-09-24,,SLU,12,,,3
WA73864191,SE741605-180055,Vallsjärv,Vallsjärv,,,2013-09-23,,SLU,0.4,6.522,71.312,
WA73864191,SE741605-180055,Vallsjärv,Vallsjärv,,,2013-09-23,,SLU,12,,,3.333
WA73864191,SE741605-180055,Vallsjärv,Vallsjärv,,,2014-09-15,,SLU,0.4,6.765,52.133,
WA73864191,SE741605-180055,Vallsjärv,Vallsjärv,,,2014-09-15,,SLU,12,,,3
,,Bandsjön,Bandsjön,,,2006-10-19,,SLU,0.4,6.417,32.746,
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2002-02-27,,SLU,2,,,3
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2002-02-27,,SLU,5,,,3
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2002-09-04,,SLU,0.5,5.773,98.046,
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2003-02-17,,SLU,2,,,3
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2003-02-17,,SLU,5,,,2
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2003-08-18,,SLU,2,,,3
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2003-08-18,,SLU,5,,,0
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2003-10-02,,SLU,0.5,5.5,85.007,
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2004-08-23,,SLU,2,,,3
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2004-08-23,,SLU,5,,,1
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2004-09-02,,SLU,0.5,5.696,84.228,
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2005-08-22,,SLU,2,,,3
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2005-08-22,,SLU,5,,,0
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2005-09-27,,SLU,0.5,5.667,86.927,
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2006-08-21,,SLU,2,,,3
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2006-08-21,,SLU,5,,,1.833
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2006-09-07,,SLU,0.5,4.875,71.972,
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2007-08-20,,SLU,2,,,2.971
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2007-08-20,,SLU,5,,,1
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2007-09-24,,SLU,0.5,5.167,92.036,
WA13095206,SE662002-152205,Östersjön,Östersjön,,,2008-08-18,,SLU,2,,,3
